gamma,reg_param,R2_exp_fit,density_parameter,order_parameter,aspect_ratio,convexity,growth_rate
2.5571422389531855,1.2727857297957046,0.9868113229693407,0.8985498597601003,0.8097212095587469,0.7450797072411315,0.7873523657373983,0.6967770789150561
5.519261755568641,0.9950870251130057,0.986091698557264,0.8980149286023367,0.8455206949928465,0.699976870246656,0.7684895647369792,0.6535775076211024
3.0199734134243506,1.5967675519255202,0.9889557099584877,0.8994976502997893,0.8186143788436236,0.6877946508254514,0.7928682709714069,0.719321060878672
5.843243577698457,1.0413701425601225,0.9902797569103187,0.8865930378862016,0.8334403030006595,0.7442048896397816,0.6915071758308544,0.8319995286587789
6.768905926640787,1.0876532600072393,0.9978112235776746,0.8807462812001009,0.8225922392917568,0.7421848219976942,0.8022933371308264,0.7163700288979986
3.5290877053426324,0.9950870251130057,0.9877644113290074,0.8809804692620264,0.7937053320713028,0.7087637294458807,0.7883428588186112,0.7605645411653923
2.7885578261887685,1.411635082137054,0.9793392270332111,0.8794393073797043,0.8220827794806091,0.647061868026156,0.6829919203745972,0.7584026199043127
4.408466936837845,1.4579181995841708,0.9940197281108548,0.8890132155925847,0.806543458637797,0.7126685726942208,0.794998564011588,0.6347380453540401
4.0844851147080306,1.180219494901472,0.968257039449862,0.867617971178299,0.7859853934023453,0.690180176530971,0.8095650253580399,0.8127356480228192
2.140594181929137,1.3653519646899381,0.9749598452795549,0.8808199121522694,0.7347935192994405,0.6598422764766951,0.7953838113096265,0.6577844290981043
3.9456357623666807,1.5042013170312876,0.985510993926887,0.8889569237363377,0.8012870242755687,0.6309532081201882,0.84530759323059,0.8603233887619895
2.0943110644820213,1.4579181995841708,0.9892428029350029,0.8991104165414437,0.7779626868315923,0.6686290658408074,0.8447873546432069,0.6345957497025414
5.889526695145573,0.9950870251130057,0.9563567247156437,0.870070907514156,0.8717250832611748,0.66759664822671,0.8699244558985955,0.880176235906896
4.917581228756127,1.180219494901472,0.9961345905450952,0.8810370241914506,0.8410680661318858,0.6878948036660959,0.782774112473839,0.6509010345235064
4.501033171732079,1.180219494901472,0.9830960280813021,0.8657324425615122,0.7374465141830416,0.743320338470917,0.7619396489365314,0.7402159244299791
6.630056574299438,1.411635082137054,0.9945298560936586,0.9195413252017025,0.8475465089414757,0.6441868951323833,0.7254919452851705,0.7414143422471687
5.1027136985445924,0.948803907665889,0.9972571068233158,0.8821558592307286,0.7525566744750524,0.7866428771610975,0.7609854547406119,0.7332575529928033
4.269617584496496,0.948803907665889,0.9908863891236216,0.8551458182694626,0.8041226372836376,0.7004522319926487,0.7505210810059134,0.6742406179220267
2.37200976916472,1.874466256608219,0.9683601794925913,0.895327972353293,0.9007587779376335,0.5973575725864118,0.7240458237490176,0.6932707283963749
4.315900701943612,1.3653519646899381,0.9925634019031127,0.886499792395753,0.8516150805856064,0.7347416203441627,0.8309012940203562,0.6567734451497672
2.927407178530118,1.180219494901472,0.9926803168411491,0.8618933659839715,0.8528118123827145,0.6739154336923212,0.7378630105501506,0.610659653727037
6.21350851727539,1.5042013170312876,0.989862055132349,0.9229614807403702,0.741784422869594,0.7509413977099304,0.8550427599082855,0.6942522411047748
3.1588227657657,1.3190688472428214,0.9936444899703363,0.8899805780875129,0.8271524026446606,0.630470209556724,0.8005037716113188,0.6341235673536982
4.22333446704938,1.3653519646899381,0.9836451571605886,0.8932291666666666,0.8333945016586033,0.926340771258635,0.8421663186762152,0.6942846133652502
